Zeitstempel,Welche der folgenden Entwicklungsumgebungen hast du im letzten Jahr benutzt?,Welche der folgenden Entwicklungsumgebungen hast du am Anfang deines Studiums (1./2. Semester) genutzt?,Welche IDE nutzt du am meisten?,Welche IDE findest du am besten?,Warum findest du diese IDE am besten?,Welchen konsolenbasierten Editor nutzt du am meisten?,Welchen konsolenbasierten Editor findest du am besten?,Warum findest du diesen Editor am besten?,Welchen Editor mit GUI nutzt du am meisten?,Welchen Editor mit GUI findest du am besten?,Warum findest du diesen Editor mit GUI am besten?,Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [IntelliJ],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Eclipse],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Xcode],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Vim],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Atom],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Microsoft Visual Studio],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Netbeans],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [PyCharm],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Code::Blocks],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Sublime],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Gedit],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [IntelliJ],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Eclipse],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Xcode],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Vim],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Atom],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Microsoft Visual Studio],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Netbeans],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [PyCharm],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Code::Blocks],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Sublime],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Gedit],"Was sind Features, die dir in einer Entwicklungsumgebung am wichtigsten sind?"
01.06.2019 13:42:30,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Eclipse,,Nano,Nano,,Notepad++,Notepad++,,Mittelmäßig,Sehr gut,,Mittelmäßig,,,,,,,,,"C/C++, Java/Kotlin",,,,,,,,,C/C++,"Codevervollständigung, Debugger, Syntax-Highlighting"
01.06.2019 14:00:02,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,"Gratis für Studenten, zuverlässig",Nano,Nano,Einfach mit deutschem Tastaturlayout zu bedienen,Visual Studio Code,Visual Studio Code,Plugins für viele verschiedene Programmiersprachen,Gut,Gut,Nicht einschätzbar,Schlecht,Mittelmäßig,Gut,Nicht einschätzbar,Mittelmäßig,Schlecht,Mittelmäßig,Schlecht,"C/C++, Python",,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Anpassbarkeit (Shortcuts etc.), Integration von externen Tools (Linter etc.)"
01.06.2019 14:16:40,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Eclipse,,Keinen,Keinen,,Notepad++,Keinen,,,Gut,,,,,,,,,,,Java/Kotlin,,,,,,,,,,Codevervollständigung
01.06.2019 14:52:34,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",QtCreator,QtCreator,"Schnell, übersichtlich",Emacs,Emacs,"Erweiterbarkeit, Features",Visual Studio Code,Keinen,,Mittelmäßig,Sehr schlecht,Mittelmäßig,Mittelmäßig,Sehr schlecht,Gut,Schlecht,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"Java/Kotlin, Python, Bash/Konsolen-Scripts","C/C++, Java/Kotlin",C/C++,"C/C++, Python",,"C/C++, C#",Java/Kotlin,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 15:23:01,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Eclipse,Sehr übersichtlich,Keinen,Keinen,,Android Studio,Android Studio,Nimmt einen sehr viel Arbeit ab,Mittelmäßig,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,Java/Kotlin,Java/Kotlin,Java/Kotlin,Java/Kotlin,Java/Kotlin,Java/Kotlin,,Java/Kotlin,Java/Kotlin,Java/Kotlin,"Codevervollständigung, Debugger"
01.06.2019 15:33:01,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Notepad++, GCC","Notepad++, GCC",Gute Kombination.,Keinen,Keinen,,Notepad++,Notepad++,,,,Schlecht,,,Gut,,,,Sehr gut,,,Java/Kotlin,C/C++,,,"C/C++, C#",,,,"C/C++, PHP, Python",,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 16:03:03,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,"IntelliJ bietet eine fülle an Features, die ich nicht vermissen möchte. Dazu gehören:
- Intelligentes Refactoring
- Gutes Syntaxhighlighting
- Guter Debugger
- Gute VCS Integration
- Zeitgemäßes Design",Nano,Nano,"Ist auf (fast) jedem System verfügbar, da bereits vorinstalliert. Außerdem finde ich die Handhabung leichter als bei Vim. Mit anderen konsolenbasierten Editoren habe ich mich noch nicht auseinander gesetzt.",Visual Studio Code,Visual Studio Code,"- Hat eine gute Auswahl an Plugin
- Gute Performance
- Schönes Design
- Die Palette ist sehr praktisch um Funktionen zu finden",Sehr gut,Schlecht,Nicht einschätzbar,Gut,Gut,Gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,"Java/Kotlin, JavaScript, Bash/Konsolen-Scripts",,,,"C/C++, JavaScript, Python, Bash/Konsolen-Scripts",C/C++,,,,,,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting, Übersichtlichkeit, Zeigemäße Optik, Gute Suche, Gute Buildtool Integration"
01.06.2019 16:26:31,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Keine,Keine,,Keinen,Keinen,,Kate,Keinen,,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,,,,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
01.06.2019 17:14:57,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,IntelliJ,,Nano,Keinen,,Atom,Atom,,Gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Java/Kotlin,Java/Kotlin,,,,,,,,,Bash/Konsolen-Scripts,"Codevervollständigung, Syntax-Highlighting"
01.06.2019 17:46:19,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,,Nano,Keinen,,Notepad++,Notepad++,,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Sehr gut,Mittelmäßig,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,"C/C++, Java/Kotlin",,,,"C/C++, Python",,,C/C++,,,"Debugger, Syntax-Highlighting"
01.06.2019 17:48:01,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",IntelliJ,IntelliJ,"Sie kann alle Dinge die ich benötige und wird am meisten in der Sprache verwendet, in der ich programmiere.",Nano,Nano,Ich habe auf ihm Laufen gelernt und bin bei ihm geblieben.,Notepad++,Notepad++,Standardsoftware,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,Java/Kotlin,,,,,JavaScript,,,C/C++,,"C/C++, Java/Kotlin, JavaScript, PHP, Python, Bash/Konsolen-Scripts","Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
01.06.2019 17:52:18,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Nano,Nano,,Kate,Atom,,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,"Java/Kotlin, PHP, Python",,,,"Java/Kotlin, JavaScript, PHP, Python",,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
01.06.2019 18:18:39,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Keine,Keine,,Vim,Vim,"Mächtiger als Nano und ich benutze ihn schon so lange, dass ich sehr effizient mit ihm bin, es würde Recht lange dauern mich derart tief in einen anderen Editor einzuarbeiten.",Visual Studio Code,Sublime,"Ich denke, dass Du keine und Visual Studio Code auf einem Level spielen was die Funktionalität angeht, sublime ist aber deutlich performanter.",Gut,Gut,Schlecht,Sehr gut,Gut,Mittelmäßig,Gut,Sehr schlecht,Nicht einschätzbar,Sehr gut,Gut,,,,"C/C++, JavaScript, PHP, Python, Bash/Konsolen-Scripts",,"C#, Python",,,,"C/C++, JavaScript, PHP, Python",,"Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 19:23:53,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Keine,Eclipse,,Nano,Keinen,,Notepad++,Notepad++,,Nicht einschätzbar,Gut,Gut,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,,,,,,C/C++,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
01.06.2019 19:57:43,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Eclipse,Keine,,Nano,Keinen,,Keinen,Keinen,,Sehr gut,Sehr gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,Java/Kotlin,,Bash/Konsolen-Scripts,,C/C++,,,,,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 20:07:54,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,IntelliJ,Performance,Nano,Nano,,Gedit,Gedit,Performance,Gut,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Mittelmäßig,Gut,Nicht einschätzbar,Sehr gut,Java/Kotlin,,,,,,,,,,"C/C++, JavaScript, PHP, C#, Python, Bash/Konsolen-Scripts","Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 20:13:09,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Vim,Vim,,Sublime,Sublime,,Sehr gut,Schlecht,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,"Java/Kotlin, Python",,,Bash/Konsolen-Scripts,,Python,,,,Bash/Konsolen-Scripts,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 21:18:33,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Keine,Keine,,Nano,Nano,"einfach zu bedienen, klein, alle wichtige Funktionen vorhanden, überall vorinstalliert",Geany,Geany,"Klein, schnell, alle wichtige Funktionen vorhanden",Nicht einschätzbar,Schlecht,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,,,,,,,,,,,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
01.06.2019 21:30:41,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Vim,Vim,,Visual Studio Code,Visual Studio Code,,Gut,Schlecht,Gut,Gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,PHP,,,"JavaScript, PHP, Bash/Konsolen-Scripts","JavaScript, PHP",,,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting, anpassbare Shortcuts"
02.06.2019 01:03:02,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,UI und Funktionsumfang,Joe,Joe,Ui und Funktionsumfang,Visual Studio Code,Visual Studio Code,"UI und Funktionsumfang
Unterstützung für Language Server",Sehr gut,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Schlecht,Sehr gut,Gut,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Gut,"Java/Kotlin, Python",,,,,Bash/Konsolen-Scripts,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
02.06.2019 06:58:18,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",pycharm,pycharm,,Vim,Vim,,Keinen,Keinen,,,,,,,,,,,,,,,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
02.06.2019 07:10:47,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,Gleicher Aufbau der Oberfläche über verschiedene Sub-Produkte und damit schnelle Orientierung. Super Code-Vervollständigung,Vim,Vim,"Leichtgewichtig, fast auf jedem Linux-System verfügbar, Vim-Keybindings",Visual Studio Code,Visual Studio Code,"Schnell, sehr gutes Tooling, viele gute Erweiterungen",Gut,Mittelmäßig,Nicht einschätzbar,Gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Gut,Gut,"Java/Kotlin, Python",Java/Kotlin,,"C/C++, Python, Bash/Konsolen-Scripts",,"C/C++, JavaScript, Python, Bash/Konsolen-Scripts",,,,"JavaScript, Python, Bash/Konsolen-Scripts","Python, Bash/Konsolen-Scripts","Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
02.06.2019 07:43:50,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,Sehr umfangreich und immer auf dem neusten Stand. Starke Unterstützung ,Nano,Keinen,,Visual Studio Code,Visual Studio Code,Alles könner,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Gut,Gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Java/Kotlin,,,,,,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
02.06.2019 07:52:17,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Stabilität, Geschwindigkeit, Zahlreiche features, die bei Eclipse, etc., nur umständlich über Plugins nachgeliefert werden könenn",Vim,Vim,Geschwindigkeit der Bedienung / Gewöhnung,Gedit,Gedit,"Ein paar nette Features. Gebrauch aber nur sehr selten, dafür ausreichend",Sehr gut,Gut,Sehr schlecht,Gut,Mittelmäßig,Schlecht,Sehr schlecht,Sehr gut,Sehr schlecht,Sehr schlecht,Mittelmäßig,"C/C++, Java/Kotlin, JavaScript, PHP, Python, Bash/Konsolen-Scripts",Java/Kotlin,,"C/C++, Java/Kotlin, JavaScript, PHP, Python, Bash/Konsolen-Scripts",,,,,,,"C/C++, Java/Kotlin, JavaScript, PHP, Python, Bash/Konsolen-Scripts","Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, (Automatisches) remote-deployment, Suche mit RegEx"
02.06.2019 08:33:13,"Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Keine,Keine,,Nano,Keinen,,Visual Studio Code,Visual Studio Code,"Git-Integration, gut konfigurierbar, zuverlässig",Nicht einschätzbar,Schlecht,,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Schlecht,,,,,,,,,,,,"Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Konfigurierbare Keybindings, wenig Mausinteraktion"
02.06.2019 08:45:36,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,Weil es vielfältig einsetzbar ist.,Keinen,Keinen,,Gedit,Notepad++,,Mittelmäßig,Schlecht,Nicht einschätzbar,Sehr schlecht,Nicht einschätzbar,Sehr gut,Mittelmäßig,Nicht einschätzbar,Gut,Nicht einschätzbar,Schlecht,Java/Kotlin,,,,,"C/C++, JavaScript, C#",,,,,"JavaScript, Python, Bash/Konsolen-Scripts","Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Intuitiv benutzbar"
02.06.2019 09:09:14,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Interface ist intuitiv und bietet alles was das Herz begehrt, incl. sehr einfacher version control, plugininstallation etc.",Nano,Nano,Simpel genug um nicht zu überwältigen.,Visual Studio Code,Visual Studio Code,,Sehr gut,Mittelmäßig,Nicht einschätzbar,,Mittelmäßig,Sehr gut,Gut,Sehr gut,Nicht einschätzbar,Mittelmäßig,Schlecht,"Java/Kotlin, Python",,,,,"C/C++, C#",,,,"PHP, Bash/Konsolen-Scripts",Bash/Konsolen-Scripts,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger"
02.06.2019 09:58:58,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Netbeans,Netbeans,"hab mich v.a. dran gewöhnt, die Einbindung der Erweiterungen (v.a. für MAVEN) gefällt mit gut, ist passend für JAVA-Entwicklung",Keinen,Keinen,,Visual Studio Code,Visual Studio Code,"Layout der Anwendung, passend für die Aufgaben (v.a. Webentwicklung)",Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,,,,,,JavaScript,Java/Kotlin,,,,Bash/Konsolen-Scripts,"Codevervollständigung, Codegenerierung, Syntax-Highlighting"
02.06.2019 11:36:15,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Keine,,Nano,Vim,,Visual Studio Code,Visual Studio Code,,Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Gut,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,,"C/C++, Java/Kotlin",,,,"C/C++, C#",,,Java/Kotlin,,"C/C++, PHP, Python, Bash/Konsolen-Scripts","Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
02.06.2019 12:13:37,"Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,,Nano,Nano,,Visual Studio Code,Visual Studio Code,,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Gut,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,,,"C/C++, Java/Kotlin, JavaScript, PHP, C#, Python, Bash/Konsolen-Scripts",,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
02.06.2019 12:42:10,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Atom mit IDE-Plugins,IntelliJ,,Nano,Vim,,Atom,Atom,,Gut,Gut,,Mittelmäßig,Sehr gut,Gut,Gut,Gut,,,,Java/Kotlin,Java/Kotlin,,Java/Kotlin,"Java/Kotlin, Python",Java/Kotlin,Java/Kotlin,,,,,"Codevervollständigung, Syntax-Highlighting"
02.06.2019 12:43:01,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio Code,IntelliJ,,Vim,Vim,,Visual Studio Code,Sublime,,Sehr gut,Gut,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Gut,Mittelmäßig,Gut,Nicht einschätzbar,Gut,Mittelmäßig,Java/Kotlin,,,,,Java/Kotlin,,,,"Java/Kotlin, JavaScript","Java/Kotlin, JavaScript","Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
